mobile_name,rating,price
"Samsung M02s (Blue, 32 GB)",3.5,"₹10,390"
KXD M2+,3.7,₹799
"Coolpad COOL 3 (Ocean Indigo, 32 GB)",4.4,"₹6,499"
"Redmi Note 8 Pro (Halo White, 128 GB)",3.8,"₹17,999"
Itel Magic2,3.9,"₹1,470"
Energizer Power Max P20,4.4,"₹1,499"
"Alcatel 5V (Spectrum Black, 32 GB)",4.1,"₹7,190"
Intex Eco 105vx,3.8,₹999
UiSmart Ui-07 F1 Car Phone,4,₹899
HEEMAX H10Power,4.5,₹848
"Redmi K20 Pro (Carbon Black, 128 GB)",4.1,"₹26,999"
Muphone MU M360,4.5,₹990
"Vivo Z1Pro (Sonic Blue, 64 GB)",4.2,"₹15,990"
"Samsung Galaxy M01s  (Light Blue, 32 GB)",3.2,"₹9,399"
GreenBerry M3 Edition X,4.5,"₹1,999"
"Vivo Z1Pro (Sonic Black, 128 GB)",3.7,"₹17,990"
Gfive W1 New,4.1,"₹1,390"
Kechaoda K33,4.2,₹985
Itel Power 100 New,4.2,"₹1,190"
Itel Power 100 New,4.4,"₹1,199"
Itel Magic 1,4.2,"₹1,459"
Kechaoda K20,5,₹999
"Infinix S5 Pro (Forest Green, 64 GB)",5,"₹12,999"
"Infinix S5 Pro (Forest Green, 64 GB)",4.4,"₹12,999"
"Apple iPhone 12 Pro (Pacific Blue, 128 GB)",4.5,"₹1,19,900"
"Samsung M02s (Blue, 64 GB)",4.1,"₹11,498"
MTR Ferrari,4.1,"₹1,249"
MTR Ferrari,4.1,"₹1,249"
MTR Ferrari,4.1,"₹1,399"
MTR Ferrari,4.4,"₹1,249"
"Vivo S1 (Diamond Black, 64 GB)",4,"₹18,990"
"Samsung M02s (Black, 64 GB)",4.2,"₹11,498"
Kechaoda K123,3.8,"₹1,699"
"Samsung Galaxy A21s (Blue, 64 GB)",3.7,"₹16,499"
Karbonn K7 Power,3.8,₹899
BlackZone RANGER,4.5,₹658
"Itel A48 (Gradation Purple, 32 GB)",3.6,"₹5,999"
"Redmi K20 (Carbon Black, 128 GB)",4.4,"₹24,999"
Gfive Z15,3.9,₹789
"Redmi 8 (Emerald Green, 64 GB)",4.5,"₹9,999"
Kechaoda A 31,3.7,₹906
"Realme Narzo 10 (That Blue, 128 GB)",3.8,"₹11,999"
Tork X9,4.7,"₹1,119"
Karbonn K9 Mini,4,₹699
"Apple iPhone 12 (Red, 128 GB)",4.1,"₹84,900"
Karbonn KX26i,4.5,"₹1,149"
Micromax X748,4,"₹1,324"
